Time;Day_of_week;Sex_of_driver;Educational_level;Vehicle_driver_relation;Driving_experience;Type_of_vehicle;Owner_of_vehicle;Service_year_of_vehicle;Defect_of_vehicle;Area_accident_occured;Lanes_or_Medians;Road_allignment;Types_of_Junction;Road_surface_type;Road_surface_conditions;Light_conditions;Weather_conditions;Type_of_collision;Number_of_vehicles_involved;Number_of_casualties;Vehicle_movement;Age_band_of_casualty;Pedestrian_movement;Cause_of_accident;Accident_severity
19:49:00;Wednesday;Male;Junior high school;Employee;5-10yr;Pick up upto 10Q;Owner;2-5yrs;unknown;Office areas;Double carriageway (median);Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Darkness - lights lit;Normal;Collision with pedestrians;3;1;Going straight;18-30;Not a Pedestrian;No distancing;Serious Injury
16:00:00;Thursday;Female;Elementary school;Employee;Above 10yr;Special vehicle;Owner;5-10yrs;unknown;Office areas;Undivided Two way;Tangent road with mountainous terrain and;Y Shape;Asphalt roads;Snow;Daylight;Fog or mist;Vehicle with vehicle collision;1;1;Going straight;18-30;Not a Pedestrian;No priority to vehicle;Serious Injury
18:30:00;Thursday;Male;Junior high school;Employee;5-10yr;Lorry (11?40Q);unknown;unknown;unknown;Office areas;other;Tangent road with flat terrain;Y Shape;Gravel roads;Wet or damp;Darkness - lights lit;Other;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Changing lane to the right;Slight Injury
18:30:00;Thursday;Male;Elementary school;Employee;2-5yr;unknown;Owner;5-10yrs;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with mild grade and flat terrain;Y Shape;Asphalt roads;Wet or damp;Darkness - lights lit;Other;Vehicle with vehicle collision;2;1;Going straight;31-50;Unknown or other;Moving Backward;Slight Injury
11:30:00;Friday;Male;Junior high school;Employee;2-5yr;unknown;Owner;unknown;No defect; Church areas;Undivided Two way;Tangent road with flat terrain;Other;Asphalt roads;Dry;Daylight;Normal;Collision with pedestrians;1;1;Other;Under 18;Not a Pedestrian;Driving under the influence of drugs;Slight Injury
16:02:00;Wednesday;Male;Junior high school;Employee;Above 10yr;Lorry (41?100Q);Owner;Unknown;No defect; Industrial areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Wet or damp;Daylight;Normal;Collision with pedestrians;1;1;Going straight;na;Not a Pedestrian;Changing lane to the right;Slight Injury
07:48:00;Wednesday;Male;Junior high school;Employee;2-5yr;Other;Owner;1-2yr;No defect;Office areas;Double carriageway (median);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;Over 51;Not a Pedestrian;No priority to vehicle;Slight Injury
18:50:00;Friday;Male;Junior high school;Owner;Below 1yr;Other;Owner;Unknown;No defect; Church areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;3;2;Going straight;31-50;Not a Pedestrian;Changing lane to the left;Slight Injury
18:50:00;Friday;Male;Junior high school;Employee;2-5yr;Automobile;Owner;unknown;unknown;Office areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;3;2;Going straight;na;Not a Pedestrian;Driving carelessly;Slight Injury
18:50:00;Friday;Male;Junior high school;Employee;Above 10yr;Other;Owner;unknown;No defect;Office areas;other;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Darkness - lights lit;Normal;Collision with roadside objects;3;2;Going straight;na;Not a Pedestrian;No priority to pedestrian;Slight Injury
18:50:00;Friday;Female;Junior high school;Employee;2-5yr;Automobile;Owner;unknown;unknown;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;3;2;Going straight;31-50;Not a Pedestrian;No priority to pedestrian;Slight Injury
12:00:00;Wednesday;Male;Elementary school;Employee;Above 10yr;Public (13?45 seats);Owner;5-10yrs;unknown;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;Moving Backward;na;Not a Pedestrian;Changing lane to the right;Slight Injury
12:00:00;Wednesday;Male;Elementary school;Employee;Above 10yr;Lorry (41?100Q);Owner;5-10yrs;unknown;Residential areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads with some distress;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Drunk driving;Slight Injury
21:15:00;Friday;Male;Elementary school;Other;Above 10yr;unknown;Owner;2-5yrs;unknown;Office areas;Double carriageway (median);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;1;Going straight;5;Not a Pedestrian;Changing lane to the left;Slight Injury
21:15:00;Friday;Male;Junior high school;Employee;Above 10yr;Automobile;Owner;2-5yrs;No defect;Office areas;Double carriageway (median);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Darkness - lights lit;Normal;Collision with roadside objects;2;1;Going straight;Over 51;Not a Pedestrian;Changing lane to the left;Slight Injury
21:39:00;Tuesday;Male;Junior high school;Employee;Below 1yr;unknown;unknown;unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Darkness - lights lit;Normal;Vehicle with vehicle collision;1;2;Going straight;31-50;Not a Pedestrian;Driving to the left;Slight Injury
21:39:00;Tuesday;Male;Elementary school;Employee;5-10yr;Lorry (41?100Q);Owner;Unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Darkness - lights lit;Normal;Vehicle with vehicle collision;1;2;Going straight;na;Not a Pedestrian;Changing lane to the left;Slight Injury
16:02:00;Monday;Male;Junior high school;Employee;2-5yr;unknown;Owner;Above 10yr;No defect;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Wet or damp;Daylight;Raining;Collision with roadside objects;1;3;Going straight;na;Not a Pedestrian;Driving under the influence of drugs;Slight Injury
16:02:00;Monday;Male;Junior high school;Employee;Above 10yr;Lorry (41?100Q);Owner;Unknown;unknown; Church areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Wet or damp;Daylight;Raining;Collision with roadside objects;1;3;Going straight;5;Not a Pedestrian;No priority to pedestrian;Slight Injury
16:02:00;Monday;Male;Junior high school;Employee;Below 1yr;Taxi;Governmental;Unknown;No defect; Church areas;Double carriageway (median);Tangent road with flat terrain;Crossing;Asphalt roads;Wet or damp;Daylight;Raining;Vehicle with vehicle collision;1;3;Getting off;31-50;Not a Pedestrian;Changing lane to the left;Slight Injury
16:37:00;Tuesday;Male;Junior high school;Owner;2-5yr;Lorry (41?100Q);Owner;2-5yrs;No defect;Residential areas;Double carriageway (median);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Moving Backward;Serious Injury
16:37:00;Tuesday;Male;Junior high school;Employee;Above 10yr;Lorry (41?100Q);Owner;unknown;No defect;Office areas;Two-way (divided with broken lines road marking);Tangent road with mild grade and flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Overtaking;Serious Injury
13:43:00;Monday;Male;Writing & reading;Employee;2-5yr;Other;Owner;5-10yrs;No defect;Office areas;Two-way (divided with broken lines road marking);Tangent road with mild grade and flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Turnover;31-50;Not a Pedestrian;Changing lane to the left;Slight Injury
13:43:00;Monday;Male;Junior high school;Employee;2-5yr;Stationwagen;Owner;2-5yrs;unknown;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Moving Backward;31-50;Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle;Changing lane to the right;Slight Injury
08:00:00;Wednesday;Male;High school;Employee;2-5yr;Stationwagen;Owner;5-10yrs;unknown; Church areas;other;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Darkness - lights lit;Other;Vehicle with vehicle collision;2;1;Going straight;31-50;Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle;Overtaking;Slight Injury
08:00:00;Wednesday;Male;Junior high school;Employee;1-2yr;Lorry (41?100Q);Owner;Above 10yr;No defect;Residential areas;unknown;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Darkness - lights lit;Other;Vehicle with vehicle collision;2;1;Moving Backward;18-30;Unknown or other;Overloading;Slight Injury
12:58:00;Thursday;Male;High school;Employee;5-10yr;Lorry (41?100Q);Owner;5-10yrs;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Snow;Daylight;Snow;Vehicle with vehicle collision;2;5;Going straight;na;Not a Pedestrian;Other;Slight Injury
12:58:00;Thursday;Male;Elementary school;Employee;2-5yr;Other;Owner;unknown;No defect;  Recreational areas;other;unknown;No junction;Asphalt roads;Snow;Daylight;Snow;Vehicle with vehicle collision;2;5;unknown;31-50;Not a Pedestrian;No priority to vehicle;Slight Injury
12:58:00;Thursday;Male;Junior high school;Employee;1-2yr;Automobile;Governmental;unknown;No defect;Office areas;other;Tangent road with mild grade and flat terrain;No junction;Asphalt roads;Snow;Daylight;Snow;Vehicle with vehicle collision;2;5;Going straight;na;Not a Pedestrian;Changing lane to the right;Slight Injury
12:58:00;Thursday;Male;Elementary school;Employee;1-2yr;unknown;Owner;5-10yrs;No defect; Industrial areas;other;Tangent road with flat terrain;No junction;Asphalt roads;Snow;Daylight;Snow;Vehicle with vehicle collision;2;5;unknown;18-30;Unknown or other;Moving Backward;Slight Injury
12:58:00;Thursday;Male;High school;Employee;No Licence;Taxi;unknown;unknown;unknown;unknown;unknown;unknown;No junction;Asphalt roads;Snow;Daylight;Snow;Vehicle with vehicle collision;2;5;Going straight;31-50;Unknown or other;Changing lane to the left;Slight Injury
12:58:00;Thursday;Male;Junior high school;Owner;5-10yr;Lorry (41?100Q);Owner;unknown;No defect;Residential areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Snow;Daylight;Snow;Vehicle with vehicle collision;2;5;unknown;Over 51;Unknown or other;No priority to pedestrian;Slight Injury
09:00:00;Tuesday;Male;Junior high school;Employee;1-2yr;Other;Governmental;Above 10yr;No defect;Residential areas;other;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;na;Not a Pedestrian;No distancing;Serious Injury
17:00:00;Thursday;Female;Junior high school;Employee;2-5yr;Automobile;Owner;1-2yr;No defect; Industrial areas;other;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Unknown;Vehicle with vehicle collision;1;1;Going straight;18-30;Not a Pedestrian;No priority to vehicle;Slight Injury
15:08:00;Tuesday;Male;Junior high school;Employee;5-10yr;Public (> 45 seats);Owner;2-5yrs;No defect;Residential areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;na;Not a Pedestrian;No distancing;Slight Injury
08:59:00;Thursday;Male;unknown;unknown;unknown;Stationwagen;Owner;Unknown;No defect;Residential areas;other;Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Daylight;Raining;Vehicle with vehicle collision;2;1;Going straight;31-50;Not a Pedestrian;No distancing;Slight Injury
08:59:00;Thursday;Male;unknown;unknown;unknown;Automobile;Owner;unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Daylight;Raining;Vehicle with vehicle collision;2;1;Going straight;31-50;Not a Pedestrian;Moving Backward;Slight Injury
14:20:00;Friday;Male;Junior high school;Employee;2-5yr;Lorry (41?100Q);Owner;2-5yrs;No defect;Office areas;Double carriageway (median);Escarpments;Crossing;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;Other;18-30;Not a Pedestrian;Changing lane to the right;Slight Injury
14:20:00;Friday;Male;Junior high school;Employee;Above 10yr;Other;Owner;Above 10yr;No defect;Office areas;other;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Other;na;Not a Pedestrian;No priority to pedestrian;Slight Injury
16:37:00;Friday;Male;Junior high school;Owner;Above 10yr;Public (13?45 seats);Owner;1-2yr;No defect;Office areas;Undivided Two way;Escarpments;No junction;Asphalt roads;Dry;Daylight;Normal;Collision with pedestrians;2;1;Going straight;na;Not a Pedestrian;Moving Backward;Slight Injury
16:37:00;Friday;Male;unknown;unknown;unknown;Other;Owner;unknown;No defect;Office areas;One way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;5;Not a Pedestrian;Moving Backward;Slight Injury
07:17:00;Wednesday;Male;Elementary school;Owner;Above 10yr;Other;Owner;unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;O Shape;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;Getting off;na;Not a Pedestrian;Overtaking;Slight Injury
07:17:00;Wednesday;Male;unknown;unknown;unknown;Ridden horse;Owner;unknown;No defect;Office areas;other;Tangent road with flat terrain;O Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;18-30;Not a Pedestrian;Changing lane to the left;Slight Injury
17:15:00;Sunday;Male;Junior high school;Owner;5-10yr;Lorry (41?100Q);Owner;Above 10yr;No defect;Residential areas;other;Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Changing lane to the right;Slight Injury
17:15:00;Sunday;Male;Junior high school;Owner;Above 10yr;Lorry (41?100Q);Owner;5-10yrs;No defect;Residential areas;One way;Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;1;Going straight;31-50;Not a Pedestrian;Overtaking;Slight Injury
13:40:00;Tuesday;Male;High school;Owner;Above 10yr;Pick up upto 10Q;Owner;unknown;No defect;Other;One way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Other;Vehicle with vehicle collision;2;1;Going straight;18-30;Not a Pedestrian;Overloading;Slight Injury
13:40:00;Tuesday;Male;unknown;unknown;unknown;Lorry (11?40Q);Owner;5-10yrs;No defect; Church areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Other;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Other;Slight Injury
09:51:00;Thursday;Male;Elementary school;Employee;5-10yr;Automobile;Owner;unknown;No defect;  Recreational areas;other;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Rollover;2;2;Getting off;31-50;Not a Pedestrian;No priority to vehicle;Serious Injury
09:51:00;Thursday;Male;Elementary school;Owner;Above 10yr;Automobile;Owner;unknown;unknown; Industrial areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;2;2;Going straight;18-30;Not a Pedestrian;Changing lane to the right;Serious Injury
00:25:00;Monday;Male;Junior high school;Owner;Below 1yr;Lorry (11?40Q);unknown;unknown;unknown;Residential areas;other;unknown;Y Shape;Asphalt roads;Wet or damp;Darkness - lights lit;Other;Vehicle with vehicle collision;1;2;Going straight;na;Not a Pedestrian;Moving Backward;Slight Injury
00:25:00;Monday;Male;Junior high school;Owner;2-5yr;Motorcycle;Owner;Above 10yr;No defect;Residential areas;other;Tangent road with rolling terrain;Y Shape;Asphalt roads;Wet or damp;Darkness - lights lit;Other;Collision with roadside objects;1;2;Other;31-50;Not a Pedestrian;Changing lane to the left;Slight Injury
19:41:00;Thursday;Male;Junior high school;Owner;2-5yr;Lorry (41?100Q);Owner;2-5yrs;No defect;Office areas;Double carriageway (median);Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Darkness - lights lit;Raining;Vehicle with vehicle collision;3;1;Going straight;5;Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle;No priority to pedestrian;Serious Injury
19:41:00;Thursday;Male;High school;Owner;5-10yr;Stationwagen;Owner;2-5yrs;No defect;  Market areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Darkness - lights lit;Raining;Vehicle with vehicle collision;3;1;Going straight;na;Not a Pedestrian;No distancing;Serious Injury
19:41:00;Thursday;Male;Junior high school;Owner;unknown;Automobile;unknown;unknown;unknown;Unknown;other;Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Darkness - lights lit;Raining;Vehicle with vehicle collision;3;1;Going straight;18-30;Not a Pedestrian;No priority to vehicle;Serious Injury
